candidate_name,candidate_id,year,office,district,TOT,FND,COMM,ADS,INFO,OVERHEAD,CONTRIB,GENERAL,LOGTOT,LOGFND,LOGCOMM,LOGADS,LOGINFO,LOGOVERHEAD,LOGCONTRIB,LOGGENERAL,votes_name,party,votes,total_votes,vote_share,winning_votes,winner,incumbent,race_total,opposing_total,contested
"PADILLA, ALEX",1278243,2010,S,20,1259109.88,94463.35,44163.57,1075.0,347000.0,247198.91,256570.47,486701.92,14.045915584833756,11.455967207568232,10.69565552007471,6.980075940561763,12.757080058928995,12.41794859517084,12.455158642701809,13.095407140749042,Alex Padilla,DEM,94356,138021,68.36350990066728,94356,1,1,1259109.88,0.0,1
"EVANS, KATHLEEN S.",1326082,2010,S,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kathleen ""Suzy"" Evans",REP,37420,138021,27.11181631780671,94356,0,0,1259109.88,1259109.88,1
"DE LEON, KEVIN",1263266,2010,S,22,2531034.93,67205.3,36943.72,276648.03,459265.0,487641.6,323020.0,840062.05,14.744138840301252,11.11550739244886,10.517150952527011,12.530501327390006,13.037382664492812,13.097335988782715,12.685469519792507,13.641231037138931,Kevin De Leon,DEM,90557,90557,100.0,90557,1,0,2531034.93,0.0,0
"HERNANDEZ, EDWARD P.",1266775,2010,S,24,956632.95,68545.2,7988.88,5185.0,74943.0,209382.23,351521.59,156662.08000000002,13.771175054544175,11.135248660656977,8.985805853715831,8.553525120663627,11.22448310357204,12.251916712308557,12.770026410821679,11.96184640799382,Ed Hernandez,DEM,112792,112814,99.9804988742532,112792,1,0,956632.95,0.0,0
"PRICE, CURREN D.",1317525,2010,S,26,1461055.65,86800.05,229334.59,38057.55,518927.07,341538.75999999995,153181.0,873119.26,14.194669780356493,11.371362476685142,12.34293730788352,10.546854766734029,13.159518632042921,12.741216450820362,11.939375507709672,13.679827434884427,"Curren D. Price, Jr.",DEM,151733,186636,81.29889196082215,151733,1,0,1461055.65,0.0,1
"WEBER, JR., ROBERT G.",1005011,2010,S,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Curren D. Price, Jr.",DEM,151733,186636,81.29889196082215,151733,1,0,1461055.65,1461055.65,1
"SHIFREN, NACHUM",1314570,2010,S,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nachum Shifren,REP,25728,186636,13.785121841445381,151733,0,0,1461055.65,1461055.65,1
"OROPEZA, JENNY",1005665,2010,S,28,270620.1,5652.25,16189.41,325.0,99750.0,42933.04,74709.68,121916.66,12.508471271339404,8.639808974956424,9.692112603759343,5.783825182329737,11.510422334752109,10.667396971662805,11.221364947732189,11.7110929755321,Jenny Oropeza,DEM,142578,245353,58.11137422407715,142578,1,1,317454.1,46834.0,1
"STAMMREICH, JOHN S.",1317544,2010,S,28,46834.0,410.0,3357.0,1785.0,4413.0,25095.0,0.0,9965.0,10.754364713861957,6.016157159698354,8.118802996980035,7.487173694213738,8.392310009269547,10.130423902089033,0.0,9.206834232646894,John S. Stammreich,REP,87896,245353,35.82430212795442,142578,0,0,317454.1,270620.1,1
"CALDERON, RONALD",1235391,2010,S,30,977776.97,193698.71,10593.33,7324.84,289046.34,276878.08,84599.14,500663.22,13.793036875975508,12.174059189589741,9.267979836759238,8.899026590643293,12.574342300261282,12.531332543873162,11.345679380058012,13.123688938459955,Ronald S. Calderon,DEM,105946,154480,68.58234075608493,105946,1,0,1136236.71,158459.74,1
"WILLIS, WARREN P.",1325618,2010,S,30,158459.74,0.0,116516.81,0.0,14500.0,19313.78,0.0,131016.81,11.973255833725258,0.0,11.665790833424321,0.0,9.581903928408666,9.868574109760944,0.0,11.783080914561591,Warren P. Willis,REP,48534,154480,31.417659243915068,105946,0,0,1136236.71,977776.97,1
"MC LEOD, GLORIA NEGRETE",1005234,2010,S,32,1177795.7,11562.88,73950.19,376.0,78269.84,90268.7,267302.0,164158.91,13.979155198611432,9.355555246145508,11.211147037439227,5.929589143389895,11.26791762259084,11.41054605694778,12.496134384328725,12.008590201078949,Gloria Negrete McLeod,DEM,92691,136615,67.84833290634265,92691,1,1,1177795.7,0.0,1
"DE VRIES, EARL",1324716,2010,S,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Earl De Vries,REP,43924,136615,32.15166709365736,92691,0,0,1177795.7,1177795.7,1
"CORREA, LOU",1004849,2010,S,34,973148.76,24428.7,104008.1,25914.1,85322.26,693450.04,34325.56,239673.16000000003,13.788292237457302,10.103513949573527,11.552224059706043,10.162542501099269,11.354190660748305,13.449434475767081,10.443645545142566,12.38703144085304,Lou Correa,DEM,88892,135269,65.71498273809964,88892,1,1,1112836.11,139687.3500000001,1
"KRING, LUCILLE",1325877,2010,S,34,139687.35,1974.86,57111.15,2032.63,9500.0,25244.92,707.5,70618.64,11.847161989963947,7.588252788746736,10.952754648034704,7.617085800016178,9.159047077588633,10.13638022634365,6.561737629517393,11.165049411296373,Lucille Kring,REP,46377,135269,34.285017261900364,88892,0,0,1112836.11,973148.7600000001,1
"ANDERSON, JOEL C.",1004048,2010,S,36,1598455.08,116616.46,205195.27,129229.37,136682.85,492006.78,169901.54,587723.95,14.284548145742171,11.666645709316285,12.23171734133082,11.769344166478335,11.825418557636068,13.1062477758673,12.04297437177433,13.284012643854794,Joel Anderson,REP,193573,306422,63.172030728864115,193573,1,0,1598455.08,0.0,1
"CLAY, PAUL",1319584,2010,S,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Clay,DEM,101112,306422,32.997630718421,193573,0,0,1598455.08,1598455.08,1
"WYLAND, MARK B.",1005714,2010,S,38,556399.55,144382.44,19356.84,250.0,182884.96,109890.13,71416.0,346874.24,13.229241930260427,11.880220891397974,9.870801124367725,5.521460917862246,12.116612600270653,11.607236327441454,11.176277212859196,12.756717572489444,Mark Wyland,REP,169769,281838,60.23637692575168,169769,1,1,556399.55,0.0,1
"JONES, GILA",1313233,2010,S,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gila Jones,DEM,96884,281838,34.37577615509619,169769,0,0,556399.55,556399.55,1
"VARGAS, JUAN C.",1005741,2010,S,40,1338030.61,72555.05,359404.14,35327.5,230768.26,570591.2899999999,36790.0,698054.9500000001,14.106709396837626,11.192100863057338,12.792202772463913,10.472416976456902,12.349169282495332,13.254428453011313,10.51298134809882,13.456053103574233,Juan Vargas,DEM,101767,171184,59.44889709318628,101767,1,0,1338030.61,0.0,1
"HENDRY, BRIAN J.",1325454,2010,S,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Hendry,REP,69417,171184,40.55110290681372,101767,0,0,1338030.61,1338030.61,1
"BROOKS, KAREN",1325571,2010,A,1,57153.0,1537.0,16146.0,13596.0,7901.0,11819.0,0.0,39180.0,10.953487161283544,7.337587743538597,9.68942761995496,9.517530910816005,8.974744612722734,9.377463685012241,0.0,10.575921691498534,Karen Brooks,REP,61414,159664,38.464525503557475,98250,0,0,575723.8300000001,518570.8300000001,1
"CHESBRO, WESLEY",1005209,2010,A,1,518570.83,122611.04,3853.82,163327.0,0.0,109142.83,111540.0,289791.86,13.158831902915082,11.716772347369727,8.256820143161246,12.003509605156705,0.0,11.600412670402214,11.622138549943545,12.576918220137449,Wesley Chesbro,DEM,98250,159664,61.53547449644253,98250,1,1,575723.8300000001,57153.00000000006,1
"NIELSEN, JIM",1299401,2010,A,2,818779.42,61449.83,80362.79999999999,48637.86,216972.35,219580.45,91503.5,407422.84,13.615569998110454,11.025976348513543,11.294306661527436,10.792157518961641,12.287525205049224,12.299473959153595,11.424132501898168,12.917606844040884,Jim Nielsen,REP,118120,118120,100.0,118120,1,1,818779.42,0.0,0
"HARRINGTON, MICHAEL ""MICKEY""",1283210,2010,A,3,25421.84,0.0,0.0,9254.04,100.0,16067.8,0.0,9354.04,10.1433639260735,0.0,0.0,9.132815491912758,4.605170185988092,9.68457254830188,0.0,9.143563614522145,"Michael ""Mickey"" Harrington",DEM,56812,155301,36.58186360680227,84069,0,0,411135.10000000003,385713.26,1
"LOGUE, DANIEL R.",1292895,2010,A,3,385713.26,74864.59,36639.98,3722.88,76953.55,115068.45,43128.36,192181.0,12.862849522656449,11.223436294032412,10.508895272936387,8.222252841282343,11.250957272056043,11.653282447665081,10.671936064342075,12.166192915272815,Dan Logue,REP,84069,155301,54.132941835532286,84069,1,1,411135.10000000003,25421.840000000026,1
"CAMPANALE, DENNIS J.",1307321,2010,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis J. Campanale,DEM,68306,186625,36.600669792364364,109672,0,0,1885532.74,1885532.74,1
"GAINES, EDWARD T",1265444,2010,A,4,1885532.74,53223.15,242996.54,318310.43,175787.37,408225.67,60201.0,790317.49,14.4497209596242,10.882248731055208,12.400802483538186,12.670782380562425,12.077030418648969,12.919575413220926,11.005444242454626,13.580190029784575,Ted Gaines,REP,109672,186625,58.76597454789015,109672,1,1,1885532.74,0.0,1
"PAN, RICHARD",1319205,2010,A,5,3729230.91,50199.37,153345.62,2721259.73,318466.28,439510.78,1650.0,3243271.0,15.13171258001132,10.823757755800273,11.940449607021678,14.816605467087204,12.671271877118013,12.993417523679149,7.408530566894625,14.992092946398804,Richard Pan,DEM,78239,157999,49.518667839669874,78239,1,0,5445829.890000001,1716598.9800000004,1
"PUGNO, ANDREW",1318501,2010,A,5,1716598.98,9190.29,927553.15,526966.6699999999,137018.63,103716.54,5650.0,1600728.7399999998,14.355855554068249,9.125902770891024,13.740305376404093,13.17489258074168,11.827872180966544,11.549416880052595,8.639410824140487,14.28596954601845,Andy Pugno,REP,71910,157999,45.51294628447016,78239,0,0,5445829.890000001,3729230.9100000006,1
"HUFFMAN, JARED",1273044,2010,A,6,742502.64,29829.44,160641.3,570.0,139017.02,146179.18000000002,153260.0,330057.75999999995,13.517781705208227,10.30325110428531,11.986929208082238,6.345636360828596,11.84235165066009,11.892588408496144,11.939891104524396,12.707022948429675,Jared Huffman,DEM,119753,169971,70.45495996375853,119753,1,1,778148.39,35645.75,1
"STEPHENS, ROBERT L.",1324411,2010,A,6,35645.75,3280.61,8302.58,16985.8,100.0,6399.12,100.0,28668.99,10.481385204149564,8.095784659696626,9.024321588856393,9.740132979868187,4.605170185988092,8.763915759893772,4.605170185988092,10.263571329795072,Bob Stephens,REP,50218,169971,29.545040036241478,119753,0,0,778148.39,742502.64,1
"ALLEN, MICHAEL J.",1317458,2010,A,7,539956.2,34901.58,175974.0,1260.0,85105.99,145374.37,30972.0,297241.57,13.199243304139662,10.460287379372069,12.078091535834815,7.138866999945524,11.351652699863445,11.887067556191626,10.340838849506612,12.60230045418452,Michael Allen,DEM,86316,135586,63.66143997167849,86316,1,0,570383.58,30427.380000000005,1
"GENTRY, DORIS L.",1304912,2010,A,7,30427.38,1275.92,1083.75,7027.68,0.0,17658.510000000002,0.0,9387.35,10.323098139940097,7.151422766014498,6.988182528094753,8.857611916113283,0.0,9.77897309913755,0.0,9.147118317249655,Doris Gentry,REP,43293,135586,31.930287787824703,86316,0,0,570383.58,539956.2,1
"YAMADA, MARIKO M.",1295701,2010,A,8,157986.89,10636.19,3077.11,3050.0,78390.69,21199.91,35100.0,95153.99,11.97026733388297,9.272017616061945,8.031746123789329,8.022896869601457,11.269460449287159,9.961752215368074,10.465956409453957,11.463251805633853,Mariko Yamada,DEM,79846,129643,61.58913323511489,79846,1,1,157986.89,0.0,1
"CONNOR, MICHELLE P.",1323678,2010,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michelle P. Connor,REP,49797,129643,38.41086676488511,79846,0,0,157986.89,157986.89,1
"DICKINSON, ROGER",1251341,2010,A,9,920084.31,50608.06,127160.22,295309.0,69900.0,230816.65,137300.0,542977.28,13.732220586130765,10.831866131128033,11.753203145127046,12.595777544748113,11.154820928221902,12.349378951395373,11.829923591756062,13.20482275642006,Roger Dickinson,DEM,67294,99001,67.97305077726487,67294,1,0,920084.31,0.0,1
"REDDING, RICK D.",1325368,2010,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rick D. Redding,REP,24766,99001,25.015908930212827,67294,0,0,920084.31,920084.31,1
"HUBER, ALYSON",1297647,2010,A,10,4547232.3,91818.9,254938.39,3009646.65,249000.0,805249.61,44693.55,3605403.94,15.330029320132036,11.42757343777066,12.448777187105547,14.917333237807494,12.425208175446846,13.59890758287169,10.707584474888078,15.097944372354714,Alyson L. Huber,DEM,83177,160226,51.91229887783506,83177,1,1,5143184.26,595951.96,1
"SIEGLOCK, JACK A.",1296571,2010,A,10,595951.96,14627.14,219582.02,1110.66,138768.14,175821.28000000006,400.0,374087.96,13.297915338771961,9.590633986181953,12.299481109127045,7.012709712199649,11.840559761801856,12.077223303551571,5.991464547107983,12.83224623591028,Jack Sieglock,REP,68395,160226,42.68658020545979,83177,0,0,5143184.26,4547232.3,1
"BONILLA, SUSAN",1315657,2010,A,11,491763.58,54331.35,19282.04,500.0,79500.0,158442.24999999994,127795.0,153613.39,13.105753351528366,10.902856687387052,9.866929371695775,6.214608098422191,11.283512300642426,11.973145452594373,11.75818269652955,11.9421942703754,Susan Bonilla,DEM,81869,118733,68.95218683937911,81869,1,0,491763.58,0.0,1
"CRAVEN, JULIE",1325447,2010,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julie Craven,REP,36864,118733,31.04781316062089,81869,0,0,491763.58,491763.58,1
"MA, FIONA",1261661,2010,A,12,1341766.06,130308.21,27799.16,6374.0,314203.13,259908.1,342153.67,478684.50000000006,14.109497259410336,11.777657769570045,10.232761083394882,8.759982494977281,12.657794966561804,12.468083385976948,12.743015242612755,13.078796995495608,Fiona Ma,DEM,90388,111928,80.75548566935888,90388,1,1,1341766.06,0.0,1
"FAUSTINO, ALFONSO S.",1325626,2010,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Alfonso Faustino, Jr.",REP,21540,111928,19.244514330641127,90388,0,0,1341766.06,1341766.06,1
"AMMIANO, TOM",1290517,2010,A,13,477205.13,15619.35,10734.11,0.0,41592.77,38936.59,303600.0,67946.23,13.075701719357669,9.656265809211558,9.281181800494961,0.0,10.635681633067797,10.569689704470193,12.623466324503612,11.12647193606807,Tom Ammiano,DEM,120174,144915,82.9272332056723,120174,1,1,477205.13,0.0,1
"PETER, LAURA A.",1325627,2010,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laura A. Peter,REP,24741,144915,17.07276679432771,120174,0,0,477205.13,477205.13,1
"SKINNER, NANCY",1303644,2010,A,14,711243.78,125005.98,1594.5,14657.38,14399.5,107634.93,427800.0,155657.36,13.474770519217481,11.736116855140144,7.3743154864501115,9.59269924186984,9.574948762739039,11.58650050228226,12.966411075630445,11.955412460328438,Nancy Skinner,DEM,127940,155995,82.01544921311582,127940,1,1,711243.78,0.0,1
"HATCHER, RYAN J.",1325718,2010,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Hatcher,REP,28055,155995,17.984550786884196,127940,0,0,711243.78,711243.78,1
"BUCHANAN, JOAN",1299400,2010,A,15,4377586.56,75225.62,116859.35,2568370.4200000004,145150.0,610853.6499999999,6900.0,2905605.3900000006,15.29200811679016,11.228247143405127,11.668726353881766,14.75878217793803,11.885522969452774,13.322612684094699,8.83927669058535,14.882152322425934,Joan Buchanan,DEM,104441,195819,53.33547817116827,104441,1,1,5595378.42,1217791.8600000003,1
"WILSON, ABRAM",1298171,2010,A,15,1217791.86,6508.8,590093.51,220283.5,195352.61,172648.78000000006,14500.0,1012238.42,14.012549825949677,8.780910386414186,13.288036294848869,12.302670632118904,12.182561461028724,12.059014636474028,9.581903928408666,13.827674693967278,Abram Wilson,REP,91378,195819,46.66452182883173,104441,0,0,5595378.42,4377586.56,1
"SWANSON, SANDRE",1268691,2010,A,16,709363.49,192178.11,361.61,6755.0,42400.0,199603.29,174831.28,241694.72,13.472123353969607,12.166177877252775,5.890566283002889,8.818038250394299,10.654903641220047,12.20408712568959,12.071576673562822,12.395430721190241,Sandr̩ R. Swanson,DEM,99082,118683,83.4845765610913,99082,1,0,709363.49,0.0,1
"FAISON, JAMES",1309227,2010,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"James I. ""Jim"" Faison",REP,14692,118683,12.379194998441227,99082,0,0,709363.49,709363.49,1
"GALGIANI, CATHLEEN",1273495,2010,A,17,1627097.76,44817.17,49516.85000000001,163005.03,195888.95,284522.36,112889.0,453228.0,14.302308470444023,10.710346603906704,10.810068294672877,12.00153633820848,12.185303196011974,12.558567123484778,11.63416031403583,13.024150589104822,Cathleen Galgiani,DEM,52219,89512,58.33742961837519,52219,1,1,1668655.96,41558.19999999995,1
"MOBLEY JR., JACK M.",1294243,2010,A,17,41558.2,4074.35,8128.49,0.0,5250.0,9559.4,0.0,17452.84,10.63485013339938,8.312466503749564,9.00313045343424,0.0,8.565983355585669,9.165280242569583,0.0,9.767257665104443,Jack Mobley,REP,37293,89512,41.66257038162481,52219,0,0,1668655.96,1627097.76,1
"HAYASHI, MARY",1266779,2010,A,18,526854.96,70754.37,0.0,4528.8,75583.49,94706.13,95110.0,150866.66,13.174680571427695,11.166969580382448,0.0,8.41821228272245,11.23299315207449,11.458534007807845,11.462789395476431,11.924151679324336,Mary Hayashi,DEM,85237,113361,75.19076225509656,85237,1,1,526854.96,0.0,1
"HAVIG, MICHAEL",1326302,2010,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Havig,REP,28124,113361,24.809237744903452,85237,0,0,526854.96,526854.96,1
"HILL, JERRY A.",1290757,2010,A,19,455386.24,67839.16,1298.8,1239.0,109419.65,55086.08,211100.0,179796.61,13.028901216959856,11.124894888313657,7.169196040228691,7.122059881629143,11.60294576892873,10.916652331645324,12.260087233836412,12.099581546559374,Jerry Hill,DEM,90717,128156,70.78638534286338,90717,1,1,455386.24,0.0,1
"WAISMAN, ALBERTO A.",1325934,2010,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto Waisman,REP,33765,128156,26.346796092262554,90717,0,0,455386.24,455386.24,1
"WIECKOWSKI, ROBERT",1315744,2010,A,20,713933.03,3425.21,184184.11,13469.07,133950.0,266231.6,92100.0,335028.39,13.47854444140444,8.13891806268532,12.123691134152885,9.50815122470462,11.805221874972755,12.492121885636484,11.4306302222434,12.721970553485098,Bob Wieckowski,DEM,76446,104906,72.87095113720855,76446,1,0,713933.03,0.0,1
"SHAHAB, ADNAN I.",1319780,2010,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adnan Shahab,REP,28460,104906,27.12904886279145,76446,0,0,713933.03,713933.03,1
"CONLON, GREG",1325714,2010,A,21,40236.57,175.0,13434.17,0.0,600.0,21961.93,0.0,14209.17,10.602531562572018,5.1647859739235145,9.50555674020558,0.0,6.396929655216146,9.997065778829018,0.0,9.561642809814515,Greg Conlon,REP,52809,149661,35.28574578547518,89927,0,0,812246.95,772010.38,1
"GORDON, RICHARD S.",1316724,2010,A,21,772010.38,32246.01,75696.48000000001,53651.8,148498.24,183839.5,119400.0,310092.53,13.556753274512376,10.38114959363962,11.234486939004917,10.8902702982882,11.908328385302804,12.121818373322576,11.69023447994064,12.644626015794847,Rich Gordon,DEM,89927,149661,60.087130247693125,89927,1,0,812246.95,40236.56999999995,1
"FONG, PAUL",1296276,2010,A,22,475536.59,86454.6,419.52,0.0,125000.0,49941.32,196200.0,211874.12,13.072199108585375,11.367374699643786,6.039111200575335,0.0,11.736069016284436,10.818603995202512,12.1868898261134,12.263747603715894,Paul Fong,DEM,74501,111122,67.04432965569374,74501,1,1,475536.59,0.0,1
"HICKOK, ERIC",1325347,2010,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric Shooter Hickok,REP,30143,111122,27.126041647918502,74501,0,0,475536.59,475536.59,1
"CAMPOS, NORA",1318599,2010,A,23,763092.9,33775.84,57952.09,9458.04,86439.0,204223.77,160150.0,187624.97,13.545135059080332,10.427501032985457,10.967371913691323,9.154620452418817,11.367194241835715,12.226971583422928,11.983866155037305,12.142200409042346,Nora Campos,DEM,58629,78123,75.04704120425482,58629,1,0,763092.9,0.0,1
"SAINI, ATUL",1326300,2010,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atul Saini,REP,19494,78123,24.952958795745168,58629,0,0,763092.9,763092.9,1
"BEALL, JIM",1251768,2010,A,24,210658.26,42437.9,1749.22,0.0,25000.0,82650.06999999999,33179.759999999995,69187.12,12.257992478601365,10.65579710988255,7.466925253271707,0.0,10.126631103850338,11.322370950193761,10.40969533044522,11.14456999711432,Jim Beall,DEM,81526,131613,61.94372896294439,81526,1,0,250479.63,39821.369999999995,1
"CHANDLER, ROBERT L.",1322024,2010,A,24,39821.37,272.63,3507.88,12328.0,95.0,16527.21,0.0,16203.51,10.592158981848053,5.6081155645645255,8.162767145381327,9.419628376999952,4.553876891600541,9.712763392540404,0.0,9.692983164418312,Robert Chandler,REP,50087,131613,38.05627103705561,81526,0,0,250479.63,210658.26,1
"OLSEN, KRISTIN M.",1323478,2010,A,25,318774.47,4442.11,42744.14,52644.0,71545.0,32234.54,48275.0,171375.25,12.672239141135664,8.39888476776775,10.662987388945737,10.871307550954214,11.178081901340835,10.380793827439703,10.784669107296716,12.051610875652758,Kristin Olsen,REP,106715,106715,100.0,106715,1,0,318774.47,0.0,0
"BERRYHILL, WILLIAM R.",1291444,2010,A,26,752370.05,48105.62,115922.71,3011.08,214658.12,118656.36,50628.17,381697.53,13.530983569662455,10.78115428918544,11.660678954913154,8.010054097374876,12.2768019019612,11.683986863461454,10.832263419732412,12.85238376766182,Bill Berryhill,REP,64625,106400,60.73778195488722,64625,1,1,752370.05,0.0,1
"WEINTZ, TIM P.",1220774,2010,A,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tim Weintz, Sr.",DEM,41775,106400,39.26221804511278,64625,0,0,752370.05,752370.05,1
"MONNING, WILLIAM W.",1297947,2010,A,27,635669.1,137621.61,23401.88,5918.53,52132.62,159062.62999999998,198225.0,219074.64,13.362433423909216,11.832263241569017,10.060571639998901,8.685843386233008,10.86154613546718,11.977053303015447,12.1971580281406,12.297167772649848,Bill Monning,DEM,102124,152955,66.76734987414599,102124,1,1,635669.1,0.0,1
"BLACK, LINDA ""ELLIE""",1324062,2010,A,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Linda ""Ellie"" Black",REP,50831,152955,33.23265012585401,102124,0,0,635669.1,635669.1,1
"ALEJO, LUIS",1318708,2010,A,28,545900.9,19277.81,20357.34,313558.47,5047.5,151951.32,4808.0,358241.12,13.210192736422089,9.866709972501175,9.921196813799165,12.655741128841846,8.526648350186992,11.931315485375324,8.478036476215044,12.788961558223408,Luis Alejo,DEM,56098,89362,62.7761240795864,56098,1,0,545900.9,0.0,1
"BERNOSKY, ROBERT E.",1322746,2010,A,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Bernosky,REP,33264,89362,37.2238759204136,56098,0,0,545900.9,545900.9,1
"HALDERMAN, LINDA F.",1323720,2010,A,29,538955.77,8555.89,80289.69,30000.0,87756.88,41502.13,97800.0,206602.46,13.197388787154877,9.054375213644665,11.293396498167414,10.308952660644293,11.382325542813039,10.633500030202896,11.490679856022911,12.238551742663587,Linda Halderman,REP,89016,132140,67.36491599818375,89016,1,0,538955.77,0.0,1
"ESSWEIN, MICHAEL J.",1324666,2010,A,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael J. Esswein,DEM,43124,132140,32.63508400181625,89016,0,0,538955.77,538955.77,1
"FLOREZ, FRAN",1227860,2010,A,30,1099960.98,10998.0,129486.59,203764.69,76916.53,175530.84,12125.0,421165.81000000006,13.910785264412155,9.305468717067761,11.771332602636287,12.22472112666367,11.250476086880676,12.075570032945693,9.403024715805683,12.95078188310776,Fran Florez,DEM,24386,61778,39.47359901583088,37392,0,0,2557656.45,1457695.4700000002,1
"VALADAO, DAVID G.",1322852,2010,A,30,1457695.47,15935.98,103015.47,396505.48,259532.54,108528.47000000002,1230.0,774989.47,14.192367301421962,9.676334724803512,11.542634450108515,12.890445140894695,12.466637368717153,11.594767813856125,7.114769448366463,13.560604721146404,David G. Valadao,REP,37392,61778,60.52640098416913,37392,1,0,2557656.45,1099960.9800000002,1
"PEREA, HENRY T.",1235519,2010,A,31,651522.98,23172.59,31069.97,137931.25,41861.26,145168.23,114900.0,234035.07,13.387067947373176,10.050725393656569,10.343997036824991,11.834510651596469,10.64211609588143,11.885648555779367,11.65181746383685,12.363226254905054,Henry T. Perea,DEM,40947,68553,59.730427552404706,40947,1,0,789229.47,137706.49,1
"SHOEMAKER, BRANDON K.",1319091,2010,A,31,137706.49,6370.26,7720.870000000001,22879.19,37126.26,16426.31,420.0,74096.58,11.832879815051264,8.759395564059776,8.951682330969813,10.037983042769163,10.522079814923012,9.706639596641233,6.040254711277415,11.213124656372905,Brandon Shoemaker,REP,27606,68553,40.269572447595294,40947,0,0,789229.47,651522.98,1
"GROVE, SHANNON",1325437,2010,A,32,984516.06,21352.91,10323.13,296325.88,54111.51,77075.65999999999,34700.0,382113.43,13.799905489777426,9.968943309134607,9.242142287624695,12.5992150736556,10.89880219636458,11.252542815805588,10.454494965934948,12.853472780684369,Shannon Grove,REP,97470,135362,72.00691479144811,97470,1,0,984516.06,0.0,1
"SPOHN-GROSS, HOLLY",1325773,2010,A,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holly Spohn-Gross,DEM,37892,135362,27.993085208551882,97470,0,0,984516.06,984516.06,1
"ACHADJIAN, KHATCHIK",1317317,2010,A,33,430422.47,32833.79,142105.86,114765.12,69190.09,31651.620000000006,386.48,358894.8599999999,12.972522493716033,10.399213447024788,11.864327551799295,11.650642883948466,11.144612923258018,10.362544611096547,5.957080120246152,12.790784755495114,"K.H. ""Katcho"" Achadjian",REP,84629,146497,57.76841846590715,84629,1,0,623338.44,192915.96999999997,1
